review_text,cleaned_text,rating,date,period,overall_sentiment,price_sentiment,quality_sentiment,features_sentiment,delivery_sentiment,service_sentiment
Perfect for a graduation gift when you are unsure of what the person finds interesting.,perfect for a graduation gift when you are unsure of what the person finds interesting.,5.0,2021-05-29,pre-inflation,0.8074,,,,,
Prefect for all reading conditions and environments. I take it everywhere.,prefect for all reading conditions and environments. i take it everywhere.,5.0,2021-04-25,pre-inflation,0.0,,,,,
Love the kindle products. I bought the original kindle years ago so this is a nice upgrade.,love the kindle products. i bought the original kindle years ago so this is a nice upgrade.,5.0,2020-04-21,pre-inflation,0.8519,,,,,
"this was a gift for my parents. they love using it for pandora and asking it about weather, traffic,etc. very easy to use and very loud and clear speakers.","this was a gift for my parents. they love using it for pandora and asking it about weather, traffic,etc. very easy to use and very loud and clear speakers.",5.0,2021-06-02,pre-inflation,0.921,,,,,
We love it so far. We are still learning more about it.,we love it so far. we are still learning more about it.,5.0,2020-01-02,pre-inflation,0.6369,,,,,
"my husband loves this present ,, great buy...going to look into the light bulbs ...","my husband loves this present ,, great buy...going to look into the light bulbs ...",5.0,2021-05-09,pre-inflation,0.8316,,,,,
This item was bought as a gift and it did not disappoint the person whom I bought it for.,this item was bought as a gift and it did not disappoint the person whom i bought it for.,4.0,2020-12-28,pre-inflation,0.6319,,,,,
Fantastic option for those fed up expensive unnecessary cable and satellite services.,fantastic option for those fed up expensive unnecessary cable and satellite services.,4.0,2020-01-09,pre-inflation,0.5574,0.5574,,,,0.5574
"Purchased this for my grandson. It works great. However, if I were to do it over again I would spend the extra $$$ to get the one without the ads. They drive you crazy. The ads make the cheaper unit really frustrating.","purchased this for my grandson. it works great. however, if i were to do it over again i would spend the extra to get the one without the ads. they drive you crazy. the ads make the cheaper unit really frustrating.",4.0,2020-10-14,pre-inflation,-0.1263,-0.4927,,0.6249,,
"Bought for son. Loved it. Now daughter wants one. Easy to use, and looks good in house.","bought for son. loved it. now daughter wants one. easy to use, and looks good in house.",5.0,2020-12-28,pre-inflation,0.8658,,,,,
The Amazon Echo is their response to Siri in stereo. It has terrific voice recognition and constantly learns new things. The only shortcoming is that it doesn't play nicely with iTunes.,the amazon echo is their response to siri in stereo. it has terrific voice recognition and constantly learns new things. the only shortcoming is that it doesnt play nicely with itunes.,5.0,2020-06-11,pre-inflation,0.092,,,,,
We needed something to be able to stream all of our subscription services. A friend told us a fire stick would be perfect since we have prime and this turned out perfect!!!,we needed something to be able to stream all of our subscription services. a friend told us a fire stick would be perfect since we have prime and this turned out perfect!!!,5.0,2020-11-29,pre-inflation,0.8772,,,,,0.0
No more cable bills - I get all I need with it !!!,no more cable bills i get all i need with it !!!,5.0,2020-09-19,pre-inflation,-0.4724,,,,,
Word has it that relationships are interrupted by electronic devices. Well my girl takes her reader everywhere we go. She used to tell me I talk to much. Now I can hardly get a word in edgewise!,word has it that relationships are interrupted by electronic devices. well my girl takes her reader everywhere we go. she used to tell me i talk to much. now i can hardly get a word in edgewise!,5.0,2021-01-08,pre-inflation,-0.1007,,,,,
I love the kindle. we purchased 3 of them. they are great for the little things that you don't want to pull your laptop out for and good for the bigger things that you need to view on something bigger than your phone. The apps are good and games are fun.,i love the kindle. we purchased 3 of them. they are great for the little things that you dont want to pull your laptop out for and good for the bigger things that you need to view on something bigger than your phone. the apps are good and games are fun.,5.0,2020-10-07,pre-inflation,0.953,,,,,
Great price for product. It's get of you have kids.,great price for product. its get of you have kids.,5.0,2020-04-18,pre-inflation,0.6249,0.6249,,,,
Purchased due to reviews and in sale. So far easy to use.,purchased due to reviews and in sale. so far easy to use.,5.0,2021-01-31,pre-inflation,0.4902,,,,,
It is as amazing as I expected. Reading with a kindle is just reading a book!,it is as amazing as i expected. reading with a kindle is just reading a book!,5.0,2021-01-30,pre-inflation,0.6239,,,,,
The Kindle Paperwhite is lightweight and easy on the eyes. It's the first device to allow me to read with as much comfort as an actual book.,the kindle paperwhite is lightweight and easy on the eyes. its the first device to allow me to read with as much comfort as an actual book.,5.0,2021-02-18,pre-inflation,0.743,,,,,
"He loves it. He likes the camera and the apps, going to have to get one my granddaughter too.","he loves it. he likes the camera and the apps, going to have to get one my granddaughter too.",5.0,2021-05-08,pre-inflation,0.7579,,,0.4215,,
"I love just being able to wake up in the morning and telling Alexa to play my music. So simple and amazing. That's just a beginning of what it will do. Ask anything, most of the time it's answered. Just awesome.","i love just being able to wake up in the morning and telling alexa to play my music. so simple and amazing. thats just a beginning of what it will do. ask anything, most of the time its answered. just awesome.",5.0,2020-04-24,pre-inflation,0.9409,,,,,
"This tablet was purchased for an older relative who just ""had to have a tablet"". Amazon has a lot of free stuff to download!!!--Set up was a breeze--Great Tablet and greater price.",this tablet was purchased for an older relative who just had to have a tablet. amazon has a lot of free stuff to download!!!set up was a breezegreat tablet and greater price.,5.0,2020-07-30,pre-inflation,0.8114,0.4199,,,,
"I find it very helpful in finding music from years ago. I also find useful in getting the weather for Downey.,California.","i find it very helpful in finding music from years ago. i also find useful in getting the weather for downey.,california.",5.0,2020-04-07,pre-inflation,0.7178,,,,,0.4754
"I dropped cable tv entirely, and I purchased this device to use with my sling box. It works wonderfully and is very easy to set up. It also integrated well with my harmony remote.","i dropped cable tv entirely, and i purchased this device to use with my sling box. it works wonderfully and is very easy to set up. it also integrated well with my harmony remote.",5.0,2020-09-23,pre-inflation,0.8977,,,0.796,,
